name,missing_values,mv_percentage,imputer_method,outlier_method,normalization_method,classification_method,knn_neighbors,mlp_activation,mlp_first_layer,mlp_second_layer,mlp_max_iter,mlp_learning_rate,mlp_learning_rate_init,mlp_tol,accuracy,precision,recall,f1
Experimento_logistic_8_6_constant_0.3_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,6,500,constant,0.3,1e-05,0.9014764668373539,0.9203059096217938,0.9106296705484581,0.9132153794575555
Experimento_logistic_8_6_constant_0.3_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,6,500,constant,0.3,1e-05,0.8694675785814396,0.8674551351214113,0.8795718765926086,0.8707351153400001
Experimento_logistic_8_6_constant_0.3_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,6,500,constant,0.3,1e-05,0.8751200583487352,0.884862263564219,0.8833567828995739,0.8816693185195209
Experimento_logistic_8_6_constant_0.3_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,6,500,constant,0.3,1e-05,0.8276859785011668,0.8253710972533094,0.8323813042410698,0.8231719879512813
Experimento_logistic_8_6_constant_0.3_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,6,500,constant,0.3,1e-05,0.8733517938891353,0.8818695260878455,0.8751354341371865,0.8729668867093734
Experimento_logistic_8_6_adaptive_0.003_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,6,500,adaptive,0.003,1e-05,0.9205782868906317,0.9333866824539687,0.9308227264155746,0.9319083804447592
Experimento_logistic_8_6_adaptive_0.003_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,6,500,adaptive,0.003,1e-05,0.9194762100511307,0.9327464954226711,0.9300505437430708,0.9310882427381632
Experimento_logistic_8_6_adaptive_0.003_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,6,500,adaptive,0.003,1e-05,0.9195500091169897,0.9327622659278985,0.9296985240269064,0.9309789282118534
Experimento_logistic_8_6_adaptive_0.003_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,6,500,adaptive,0.003,1e-05,0.91955049463716,0.9327768254803539,0.9294983636572456,0.9307408708029896
Experimento_logistic_8_6_adaptive_0.003_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,6,500,adaptive,0.003,1e-05,0.917861208125234,0.9313605565153141,0.9287491369625928,0.9297275880043703
Experimento_logistic_8_6_adaptive_0.03_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,6,500,adaptive,0.03,1e-05,0.9133054105288825,0.928736428407942,0.9246779705164894,0.9257534814523497
Experimento_logistic_8_6_adaptive_0.03_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,6,500,adaptive,0.03,1e-05,0.9168313658977107,0.933531222885102,0.9271117743802822,0.9293030468663748
Experimento_logistic_8_6_adaptive_0.03_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,6,500,adaptive,0.03,1e-05,0.918007079963014,0.932463885432498,0.927740294770056,0.9296775603318805
Experimento_logistic_8_6_adaptive_0.03_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,6,500,adaptive,0.03,1e-05,0.914775403763968,0.9296730837560782,0.9261859731586487,0.9270996291860024
Experimento_logistic_8_6_adaptive_0.03_1e-5,True,5,knn,3sigma,minmax,mlp,-1,logistic,8,6,500,adaptive,0.03,1e-05,0.916390891210035,0.930664808494908,0.9258763630315123,0.9277803619791074
